"warid","warname","statenum","stateacr","sdate1","sdate2","edate1","edate2","deaths","outcome","newcow","cow94","cow00","oldwid"
"ECW2.1-910","First British-Mahdi",651,"EGY","1881-8-1",NA,"1882-9-15",NA,NA,2,"ES-384","IW-382","ES-364",5160
"ECW2.1-920","Haitian Civil War",41,"HAI","1883-3-27",NA,"1884-1-8",NA,8100,1,"CW-611",NA,NA,NA
"ECW2.1-921","Oman-Ibadi War",698,"OMA","1883-10-01",NA,"1884-12-31",NA,1000,1,"NS-1557",NA,NA,NA
"ECW2.1-925","Fourth Colombian",100,"COL","1884-11-15",NA,"1885-8-26",NA,1000,1,"CW-612","CW-691","CW-570",1405
"ECW2.1-930","French-Mandinka",220,"FRN","1885-1-1",NA,"1886-12-15",NA,1000,1,"ES-389","IW-393","ES-368",5165
"ECW2.1-940","Peru's National Problem",135,"PER","1885-3-2",NA,"1885-5-25",NA,2200,1,"CW-613",NA,NA,NA
"ECW2.1-945","Zambezi Conquest",235,"POR","1888-1-1",NA,"1888-12-15",NA,6000,1,"ES-393",NA,NA,NA
"ECW2.1-950","First Franco-Dahomeyan",220,"FRN","1890-3-1",NA,"1890-4-20",NA,1000,1,"ES-394","IW-387","ES-373",5170
"ECW2.1-955","Franco-Jolof",220,"FRN","1890-4-1",NA,"1891-2-24",NA,3100,1,"ES-395","IW-384","ES-375",5175
"ECW2.1-960","First Yemen Rebellion",640,"TUR","1890-4-1",NA,"1892-9-15",NA,NA,1,"CW-616",NA,NA,NA
"ECW2.1-965","Second Chilean",155,"CHL","1891-1-7",NA,"1891-8-29",NA,1700,2,"CW-617","CW-694","CW-573",1420
"ECW2.1-970","Zaili-Jinden Revolt",710,"CHN","1891-11-11",NA,"1891-12-27",NA,10500,1,"CW-618",NA,NA,NA
"ECW2.1-975","Second Franco-Dahomeyan",220,"FRN","1892-9-19",NA,"1893-11-9",NA,1880,1,"ES-396","IW-387","ES-373",5170
"ECW2.1-980","Belgian-Tib",211,"BEL","1892-10-1",NA,"1894-2-15",NA,20000,1,"ES-397","IW-381","ES-376",5180
"ECW2.1-985","Brazil Federalists",140,"BRA","1893-2-2",NA,"1894-8-31",NA,1500,1,"CW-620","CW-697","CW-574",1425
"ECW2.1-990","Brazil Naval",140,"BRA","1893-9-6",NA,"1894-4-16",NA,1000,1,"CW-621","CW-700","CW-575",1430
"ECW2.1-995","Third British-Ashanti",200,"UKG","1893-9-28",NA,"1894-12-15",NA,1000,1,"ES-398","IW-390","ES-377",5185
"EIW2.1-100","Allied Bombardment of Algiers",200,"UKG","1816-8-26",NA,"1816-8-30",NA,129,1,"ES-300",NA,NA,NA
"EIW2.1-100","Allied Bombardment of Algiers",210,"NTH","1816-8-26",NA,"1816-8-30",NA,13,1,"ES-300",NA,NA,NA
"EIW2.1-100","Allied Bombardment of Algiers",615,"ALG","1816-8-26",NA,"1816-8-30",NA,6000,2,"ES-300",NA,NA,NA
"EIW2.1-105","Turco-Persian",640,"TUR","1821-8-1",NA,"1822-5-15",NA,1000,6,"ES-309","IW-303","ES-303",105
"EIW2.1-105","Turco-Persian",630,"IRN","1821-8-1",NA,"1822-5-15",NA,NA,6,"ES-309","IW-303","ES-303",105
"EIW2.1-110","Franco-Spanish War",220,"FRN","1823-4-7",NA,"1823-11-13",NA,400,1,"IW-1","IW-001","IS-001",110
"EIW2.1-110","Franco-Spanish War",230,"SPN","1823-4-7",NA,"1823-11-13",NA,600,2,"IW-1","IW-001","IS-001",110
"EIW2.1-115","First British-Burmese",200,"UKG","1823-9-24",NA,"1826-2-24",NA,15000,1,"ES-310","IW-307","ES-305",115
"EIW2.1-115","First British-Burmese",775,"MYA","1823-9-24",NA,"1826-2-24",NA,15000,2,"ES-310","IW-307","ES-305",115
"EIW2.1-120","Brazil-Argentine",140,"BRA","1826-1-1",NA,"1828-10-27",NA,4000,2,"ES-315",NA,NA,120
"EIW2.1-120","Brazil-Argentine",160,"ARG","1826-1-1",NA,"1828-10-27",NA,2000,1,"ES-315",NA,NA,120
"EIW2.1-125","Russo-Persian",365,"RUS","1826-9-28",NA,"1828-2-28",NA,5000,1,"ES-316","IW-313","ES-310",125
"EIW2.1-125","Russo-Persian",630,"IRN","1826-9-28",NA,"1828-2-28",NA,2000,2,"ES-316","IW-313","ES-310",125
"EIW2.1-130","First Russo-Turkish",365,"RUS","1828-4-26",NA,"1829-9-14",NA,50000,1,"IW-4","IW-004","IS-004",135
"EIW2.1-130","First Russo-Turkish",640,"TUR","1828-4-26",NA,"1829-9-14",NA,80000,2,"IW-4","IW-004","IS-004",135
"EIW2.1-133","Peru-Gran Colombia War",135,"PER","1828-07-03",NA,"1829-11-02",NA,3000,2,"NS-1512",NA,NA,NA
"EIW2.1-133","Peru-Gran Colombia War",99,"GCL","1828-07-03",NA,"1829-11-02",NA,1000,1,"NS-1512",NA,NA,NA
"EIW2.1-135","Spanish Reconquest of Mexico",230,"SPN","1829-7-16",NA,"1829-9-11",NA,1700,2,"ES-317",NA,NA,NA
"EIW2.1-135","Spanish Reconquest of Mexico",70,"MEX","1829-7-16",NA,"1829-9-11",NA,135,1,"ES-317",NA,NA,NA
"EIW2.1-140","French Occupation of Algiers",220,"FRN","1830-6-12",NA,"1830-7-5",NA,600,1,"ES-319",NA,NA,NA
"EIW2.1-140","French Occupation of Algiers",615,"ALG","1830-6-12",NA,"1830-7-5",NA,3000,2,"ES-319",NA,NA,NA
"EIW2.1-141","Siam-Cambodia-Vietnam War",800,"THI","1831-01-01",NA,"1834-12-31",NA,10000,2,"NS-1516",NA,NA,NA
"EIW2.1-141","Siam-Cambodia-Vietnam War",815,"VNM","1831-01-01",NA,"1834-12-31",NA,10000,1,"NS-1516",NA,NA,NA
"EIW2.1-142","Bolivia Conquest of Peru",145,"BOL","1835-06-16",NA,"1836-02-07",NA,NA,1,"NS-1520",NA,NA,NA
"EIW2.1-142","Bolivia Conquest of Peru",135,"PER","1835-06-16",NA,"1836-02-07",NA,NA,2,"NS-1520",NA,NA,NA
"EIW2.1-143","Persian Siege of Herat",630,"IRN","1837-11-22",NA,"1838-09-09",NA,1700,2,"NS-1524",NA,NA,145
"EIW2.1-143","Persian Siege of Herat",700,"AFG","1837-11-22",NA,"1838-09-09",NA,NA,1,"NS-1524",NA,NA,145
"EIW2.1-144","Dissolution of the Bolivia-Peru Confederation",145,"CHL","1837-11-01",NA,"1839-01-20",NA,1400,1,"NS-1520",NA,NA,NA
"EIW2.1-144","Dissolution of the Bolivia-Peru Confederation",135,"PER","1837-11-01",NA,"1839-01-20",NA,500,2,"NS-1520",NA,NA,NA
"EIW2.1-144","Dissolution of the Bolivia-Peru Confederation",145,"BOL","1837-11-01",NA,"1839-01-20",NA,500,2,"NS-1520",NA,NA,NA
"EIW2.1-144","Dissolution of the Bolivia-Peru Confederation",160,"ARG","1837-11-01",NA,"1839-01-20",NA,500,2,"NS-1520",NA,NA,NA
"EIW2.1-145","First British-Afghan",200,"UKG","1839-2-14",NA,"1842-10-12",NA,20000,2,"ES-322","IW-325","ES-313",150
"EIW2.1-145","First British-Afghan",700,"AFG","1839-2-14",NA,"1842-10-12",NA,NA,1,"ES-322","IW-325","ES-313",150
"EIW2.1-150","First Opium",200,"UKG","1839-9-4",NA,"1842-8-29",NA,450,1,"ES-323","IW-329","ES-315",155
"EIW2.1-150","First Opium",710,"CHN","1839-9-4",NA,"1842-8-29",NA,2000,2,"ES-323","IW-329","ES-315",155
"EIW2.1-155","First Franco-Algerian",220,"FRN","1839-11-1",NA,"1847-12-23",NA,15000,1,"ES-324","IW-331","ES-317",160
"EIW2.1-155","First Franco-Algerian",615,"ALG","1839-11-1",NA,"1847-12-23",NA,20000,2,"ES-324","IW-331","ES-317",160
"EIW2.1-160","Peru-Bolivian",135,"PER","1841-10-19",NA,"1841-11-28",NA,600,2,"ES-325","IW-334","ES-318",165
"EIW2.1-160","Peru-Bolivian",145,"BOL","1841-10-19",NA,"1841-11-28",NA,400,1,"ES-325","IW-334","ES-318",165
"EIW2.1-165","Uruguay War",160,"ARG","1843-2-16",NA,"1851-7-18",NA,1500,4,"ES-327",NA,"ES-320",175
"EIW2.1-165","Uruguay War",165,"URU","1843-2-16",NA,"1851-7-18",NA,3500,4,"ES-327",NA,"ES-320",175
"EIW2.1-165","Uruguay War",200,"UKG","1845-1-1",NA,"1849-3-6",NA,NA,4,"ES-327",NA,"ES-320",175
"EIW2.1-165","Uruguay War",220,"FRN","1845-1-1",NA,"1849-5-24",NA,NA,4,"ES-327",NA,"ES-320",175
"EIW2.1-166","First Haiti-Santo Domingo War",41,"HAI","1844-02-27",NA,"1845-12-21",NA,2000,6,"NS-1531",NA,NA,NA
"EIW2.1-166","First Haiti-Santo Domingo War",42,"DOM","1844-02-27",NA,"1845-12-21",NA,1000,6,"NS-1531",NA,NA,NA
"EIW2.1-170","Franco-Moroccan",220,"FRN","1844-8-6",NA,"1844-9-10",NA,200,1,"ES-330","IW-336","ES-321",170
"EIW2.1-170","Franco-Moroccan",600,"MOR","1844-8-6",NA,"1844-9-10",NA,800,2,"ES-330","IW-336","ES-321",170
"EIW2.1-175","Mexican-American",2,"USA","1846-4-25",NA,"1847-9-14",NA,13283,1,"IW-7","IW-007","IS-007",180
"EIW2.1-175","Mexican-American",70,"MEX","1846-4-25",NA,"1847-9-14",NA,6000,2,"IW-7","IW-007","IS-007",180
"EIW2.1-180","Austro-Sardinian",300,"AUH","1848-3-24","1849-3-12","1848-8-9","1849-3-30",3927,1,"IW-10","IW-010","IS-010",185
"EIW2.1-180","Austro-Sardinian",325,"ITA","1848-3-24","1849-3-12","1848-8-9","1849-3-30",3400,2,"IW-10","IW-010","IS-010",185
"EIW2.1-180","Austro-Sardinian",337,"TUS","1848-3-29",NA,"1848-8-9",NA,100,2,"IW-10","IW-010","IS-010",185
"EIW2.1-180","Austro-Sardinian",332,"MOD","1848-4-9",NA,"1848-8-9",NA,100,2,"IW-10","IW-010","IS-010",185
"EIW2.1-185","First Schleswig-Holstein",255,"GMY","1848-4-10","1849-3-25","1848-8-26","1849-7-10",2500,1,"IW-13","IW-013","IS-013",190
"EIW2.1-185","First Schleswig-Holstein",390,"DEN","1848-4-10","1849-3-25","1848-8-26","1849-7-10",3500,2,"IW-13","IW-013","IS-013",190
"EIW2.1-190","Roman Republic",220,"FRN","1849-4-30",NA,"1849-7-2",NA,1000,1,"IW-16","IW-016","IS-016",195
"EIW2.1-190","Roman Republic",327,"PAP","1849-4-30",NA,"1849-7-2",NA,1400,2,"IW-16","IW-016","IS-016",195
"EIW2.1-190","Roman Republic",300,"AUH","1849-5-8",NA,"1849-7-2",NA,100,1,"IW-16","IW-016","IS-016",195
"EIW2.1-190","Roman Republic",329,"SIC","1849-5-8",NA,"1849-7-2",NA,100,1,"IW-16","IW-016","IS-016",195
"EIW2.1-195","La Plata",140,"BRA","1851-7-19",NA,"1852-2-3",NA,500,1,"IW-19","IW-019","IS-019",200
"EIW2.1-195","La Plata",160,"ARG","1851-7-19",NA,"1852-2-3",NA,800,2,"IW-19","IW-019","IS-019",200
"EIW2.1-200","Second British-Burmese",200,"UKG","1852-4-5",NA,"1852-11-20",NA,400,1,"ES-339","IW-345","ES-329",205
"EIW2.1-200","Second British-Burmese",775,"MYA","1852-4-5",NA,"1852-11-20",NA,800,2,"ES-339","IW-345","ES-329",205
"EIW2.1-205","Crimean",640,"TUR","1853-10-23",NA,"1856-3-1",NA,45000,1,"IW-22","IW-022","IS-022",210
"EIW2.1-205","Crimean",365,"RUS","1853-10-23",NA,"1856-3-1",NA,1e+05,2,"IW-22","IW-022","IS-022",210
"EIW2.1-205","Crimean",200,"UKG","1854-3-31",NA,"1856-3-1",NA,22000,1,"IW-22","IW-022","IS-022",210
"EIW2.1-205","Crimean",220,"FRN","1854-3-31",NA,"1856-3-1",NA,95000,1,"IW-22","IW-022","IS-022",210
"EIW2.1-205","Crimean",325,"ITA","1855-1-10",NA,"1856-3-1",NA,2200,1,"IW-22","IW-022","IS-022",210
"EIW2.1-205","Second Haiti-Santo Domingo",41,"HAI","1855-11-01",NA,"1856-01-27",NA,2000,2,"NS-1538",NA,NA,215
"EIW2.1-205","Second Haiti-Santo Domingo",52,"DOM","1855-11-01",NA,"1856-01-27",NA,1000,1,"NS-1538",NA,NA,215
"EIW2.1-206","Filibuster War",90,"GUA","1856-02-26",NA,"1857-05-01",NA,1675,1,"NS-1540",NA,NA,NA
"EIW2.1-206","Filibuster War",91,"HON","1856-02-26",NA,"1857-05-01",NA,1675,1,"NS-1540",NA,NA,NA
"EIW2.1-206","Filibuster War",92,"SAL","1856-02-26",NA,"1857-05-01",NA,1000,6,"NS-1540",NA,NA,NA
"EIW2.1-206","Filibuster War",94,"COS","1856-02-26",NA,"1857-05-01",NA,1675,1,"NS-1540",NA,NA,NA
"EIW2.1-206","Filibuster War",93,"NIC","1856-02-26",NA,"1857-05-01",NA,1000,2,"NS-1540",NA,NA,NA
"EIW2.1-210","Second Opium",200,"UKG","1856-10-22",NA,"1860-10-24",NA,200,1,"ES-343","IW-348","ES-331",225
"EIW2.1-210","Second Opium",220,"FRN","1856-10-22",NA,"1860-10-24",NA,100,1,"ES-343","IW-348","ES-331",225
"EIW2.1-210","Second Opium",710,"CHN","1856-10-22",NA,"1860-10-24",NA,3000,2,"ES-343","IW-348","ES-331",225
"EIW2.1-215","Anglo-Persian",200,"UKG","1856-10-25",NA,"1857-4-5",NA,500,1,"IW-25","IW-025","IS-025",220
"EIW2.1-215","Anglo-Persian",630,"IRN","1856-10-25",NA,"1857-4-5",NA,1500,2,"IW-25","IW-025","IS-025",220
"EIW2.1-220","First Franco-Vietnamese",220,"FRN","1858-8-31",NA,"1862-6-5",NA,1500,1,"ES-349","IW-351","ES-337",230
"EIW2.1-220","First Franco-Vietnamese",815,"VNM","1858-8-31",NA,"1862-6-5",NA,2500,2,"ES-349","IW-351","ES-337",230
"EIW2.1-225","Italian Unification",325,"ITA","1859-4-29",NA,"1859-7-12",NA,2500,1,"IW-28","IW-028","IS-028",235
"EIW2.1-225","Italian Unification",300,"AUH","1859-4-29",NA,"1859-7-12",NA,12500,2,"IW-28","IW-028","IS-028",235
"EIW2.1-225","Italian Unification",220,"FRN","1859-5-3",NA,"1859-7-12",NA,7500,1,"IW-28","IW-028","IS-028",235
"EIW2.1-230","First Spanish-Moroccan",230,"SPN","1859-10-22",NA,"1860-3-25",NA,4000,1,"IW-31","IW-031","IS-031",240
"EIW2.1-230","First Spanish-Moroccan",600,"MOR","1859-10-22",NA,"1860-3-25",NA,6000,2,"IW-31","IW-031","IS-031",240
"EIW2.1-235","Italian-Roman",325,"ITA","1860-9-11",NA,"1860-9-29",NA,300,1,"IW-34","IW-034","IS-034",245
"EIW2.1-235","Italian-Roman",327,"PAP","1860-9-11",NA,"1860-9-29",NA,700,2,"IW-34","IW-034","IS-034",245
"EIW2.1-240","Neapolitan",325,"ITA","1860-10-15",NA,"1861-2-13",NA,600,1,"IW-37","IW-037","IS-037",250
"EIW2.1-240","Neapolitan",329,"SIC","1860-10-15",NA,"1861-2-13",NA,400,2,"IW-37","IW-037","IS-037",250
"EIW2.1-245","Franco-Mexican",70,"MEX","1862-4-16",NA,"1867-2-5",NA,12000,4,"IW-40","IW-040","IS-040",255
"EIW2.1-245","Franco-Mexican",220,"FRN","1862-4-16",NA,"1867-2-5",NA,8000,4,"IW-40","IW-040","IS-040",255
"EIW2.1-250","Spanish-Santo Dominican",230,"SPN","1863-4-1",NA,"1865-5-3",NA,28000,2,"ES-353","IW-358","ES-341",265
"EIW2.1-250","Spanish-Santo Dominican",42,"DOM","1863-4-1",NA,"1865-5-3",NA,4000,1,"ES-353","IW-358","ES-341",265
"EIW2.1-255","Ecuadorian-Colombian",100,"COL","1863-11-22",NA,"1863-12-6",NA,300,1,"IW-43","IW-043","IS-043",260
"EIW2.1-255","Ecuadorian-Colombian",130,"ECU","1863-11-22",NA,"1863-12-6",NA,700,2,"IW-43","IW-043","IS-043",260
"EIW2.1-260","Second Schleswig-Holstein",255,"GMY","1864-2-1","1864-6-25","1864-4-25","1864-7-20",1048,1,"IW-46","IW-046","IS-046",270
"EIW2.1-260","Second Schleswig-Holstein",300,"AUH","1864-2-1","1864-6-25","1864-4-25","1864-7-20",500,1,"IW-46","IW-046","IS-046",270
"EIW2.1-260","Second Schleswig-Holstein",390,"DEN","1864-2-1","1864-6-25","1864-4-25","1864-7-20",2933,2,"IW-46","IW-046","IS-046",270
"EIW2.1-265","Lopez",140,"BRA","1864-11-12",NA,"1870-3-1",NA,1e+05,1,"IW-49","IW-049","IS-049",275
"EIW2.1-265","Lopez",150,"PAR","1864-11-12",NA,"1870-3-1",NA,2e+05,2,"IW-49","IW-049","IS-049",275
"EIW2.1-265","Lopez",160,"ARG","1865-3-5",NA,"1870-3-1",NA,10000,1,"IW-49","IW-049","IS-049",275
"EIW2.1-270","Naval War",155,"CHL","1865-9-25",NA,"1866-5-9",NA,100,1,"IW-52","IW-052","IS-052",280
"EIW2.1-270","Naval War",230,"SPN","1865-9-25",NA,"1866-5-9",NA,300,2,"IW-52","IW-052","IS-052",280
"EIW2.1-270","Naval War",135,"PER","1866-1-14",NA,"1866-5-9",NA,600,1,"IW-52","IW-052","IS-052",280
"EIW2.1-275","Seven Weeks",255,"GMY","1866-6-15",NA,"1866-7-26",NA,10000,1,"IW-55","IW-055","IS-055",285
"EIW2.1-275","Seven Weeks",280,"MEC","1866-6-15",NA,"1866-7-26",NA,100,1,"IW-55","IW-055","IS-055",285
"EIW2.1-275","Seven Weeks",240,"HAN","1866-6-15",NA,"1866-6-29",NA,500,2,"IW-55","IW-055","IS-055",285
"EIW2.1-275","Seven Weeks",245,"BAV","1866-6-15",NA,"1866-7-26",NA,500,2,"IW-55","IW-055","IS-055",285
"EIW2.1-275","Seven Weeks",267,"BAD","1866-6-15",NA,"1866-7-26",NA,100,2,"IW-55","IW-055","IS-055",285
"EIW2.1-275","Seven Weeks",269,"SAX","1866-6-15",NA,"1866-7-26",NA,600,2,"IW-55","IW-055","IS-055",285
"EIW2.1-275","Seven Weeks",271,"WRT","1866-6-15",NA,"1866-7-26",NA,100,2,"IW-55","IW-055","IS-055",285
"EIW2.1-275","Seven Weeks",273,"HSE","1866-6-15",NA,"1866-7-26",NA,100,2,"IW-55","IW-055","IS-055",285
"EIW2.1-275","Seven Weeks",275,"HSD","1866-6-15",NA,"1866-7-26",NA,100,2,"IW-55","IW-055","IS-055",285
"EIW2.1-275","Seven Weeks",300,"AUH","1866-6-15",NA,"1866-7-26",NA,28000,2,"IW-55","IW-055","IS-055",285
"EIW2.1-275","Seven Weeks",325,"ITA","1866-6-20",NA,"1866-7-26",NA,4000,1,"IW-55","IW-055","IS-055",285
"EIW2.1-280","British-Ethiopian",200,"UKG","1867-12-1",NA,"1868-4-13",NA,400,1,"ES-362",NA,"ES-343",290
"EIW2.1-280","British-Ethiopian",530,"ETH","1867-12-1",NA,"1868-4-13",NA,800,2,"ES-362",NA,"ES-343",290
"EIW2.1-285","Franco-Prussian",245,"BAV","1870-7-19",NA,"1870-11-15",NA,5600,1,"IW-58","IW-058","IS-058",295
"EIW2.1-285","Franco-Prussian",255,"GMY","1870-7-19",NA,"1871-2-26",NA,44781,1,"IW-58","IW-058","IS-058",295
"EIW2.1-285","Franco-Prussian",267,"BAD","1870-7-19",NA,"1870-11-22",NA,956,1,"IW-58","IW-058","IS-058",295
"EIW2.1-285","Franco-Prussian",271,"WRT","1870-7-19",NA,"1870-11-25",NA,976,1,"IW-58","IW-058","IS-058",295
"EIW2.1-285","Franco-Prussian",220,"FRN","1870-7-19",NA,"1871-2-26",NA,152000,2,"IW-58","IW-058","IS-058",295
"EIW2.1-290","Second Franco-Vietnamese",220,"FRN","1873-11-20",NA,"1874-12-15",NA,400,3,"ES-369","IW-363","ES-349",300
"EIW2.1-290","Second Franco-Vietnamese",815,"VNM","1873-11-20",NA,"1874-12-15",NA,600,3,"ES-369","IW-363","ES-349",300
"EIW2.1-295","First Central American",90,"GUA","1876-3-27",NA,"1876-4-25",NA,2000,1,"IW-60",NA,"IS-060",305
"EIW2.1-295","First Central American",92,"SAL","1876-3-27",NA,"1876-4-25",NA,2000,2,"IW-60",NA,"IS-060",305
"EIW2.1-300","Second Russo-Turkish",365,"RUS","1877-4-24",NA,"1878-1-31",NA,120000,1,"IW-61","IW-061","IS-061",310
"EIW2.1-300","Second Russo-Turkish",640,"TUR","1877-4-24",NA,"1878-1-31",NA,165000,2,"IW-61","IW-061","IS-061",310
"EIW2.1-305","Second British-Afghan",200,"UKG","1878-11-21","1879-9-3","1879-5-26","1880-9-2",10000,1,"ES-379","IW-373","ES-356",315
"EIW2.1-305","Second British-Afghan",700,"AFG","1878-11-21","1879-9-3","1879-5-26","1880-9-2",11000,2,"ES-379","IW-373","ES-356",315
"EIW2.1-310","War of the Pacific",155,"CHL","1879-2-14",NA,"1883-12-11",NA,3276,1,"IW-64","IW-064","IS-064",320
"EIW2.1-310","War of the Pacific",145,"BOL","1879-2-14",NA,"1883-12-11",NA,920,2,"IW-64","IW-064","IS-064",320
"EIW2.1-310","War of the Pacific",135,"PER","1879-4-5",NA,"1883-10-23",NA,9672,2,"IW-64","IW-064","IS-064",320
"EIW2.1-315","First Boer War",200,"UKG","1880-12-16",NA,"1881-4-5",NA,900,2,"ES-382","IW-377","ES-360",325
"EIW2.1-315","First Boer War",563,"TRA","1880-12-16",NA,"1881-4-5",NA,100,1,"ES-382","IW-377","ES-360",325
"EIW2.1-320","Third Franco-Vietnamese",220,"FRN","1882-4-25",NA,"1884-6-14",NA,4500,4,"ES-385","IW-379","ES-363",335
"EIW2.1-320","Third Franco-Vietnamese",815,"VNM","1882-4-25",NA,"1884-6-14",NA,2000,4,"ES-385","IW-379","ES-363",335
"EIW2.1-320","Third Franco-Vietnamese",710,"CHN","1883-12-14",NA,"1884-6-14",NA,NA,4,"ES-385","IW-379","ES-363",335
"EIW2.1-325","Conquest of Egypt",200,"UKG","1882-7-11",NA,"1882-9-15",NA,79,1,"IW-65",NA,"IS-065",330
"EIW2.1-325","Conquest of Egypt",651,"EGY","1882-7-11",NA,"1882-9-15",NA,10000,2,"IW-65",NA,"IS-065",330
"EIW2.1-330","First Franco-Madagascan",220,"FRN","1883-5-7",NA,"1885-12-12",NA,300,1,"ES-386","IW-380","ES-366",340
"EIW2.1-330","First Franco-Madagascan",580,"MAG","1883-5-7",NA,"1885-12-12",NA,700,2,"ES-386","IW-380","ES-366",340
"EIW2.1-335","Sino-French",220,"FRN","1884-6-15",NA,"1885-6-9",NA,2100,1,"IW-67","IW-067","IS-067",345
"EIW2.1-335","Sino-French",710,"CHN","1884-6-15",NA,"1885-6-9",NA,10000,2,"IW-67","IW-067","IS-067",345
"EIW2.1-340","Second Central American",92,"SAL","1885-3-28",NA,"1885-4-15",NA,200,1,"IW-70","IW-070","IS-070",350
"EIW2.1-340","Second Central American",90,"GUA","1885-3-28",NA,"1885-4-15",NA,800,2,"IW-70","IW-070","IS-070",350
"EIW2.1-345","Russo-Afghan",365,"RUS","1885-3-30",NA,"1885-4-15",NA,1000,3,"ES-390","IW-374","ES-370",355
"EIW2.1-345","Russo-Afghan",700,"AFG","1885-3-30",NA,"1885-4-15",NA,NA,3,"ES-390","IW-374","ES-370",355
"EIW2.1-350","Serbian-Bulgarian",340,"SER","1885-11-2",NA,"1885-12-7",NA,2000,2,"ES-391","IW-385","ES-371",360
"EIW2.1-350","Serbian-Bulgarian",355,"BUL","1885-11-2",NA,"1885-12-7",NA,3000,1,"ES-391","IW-385","ES-371",360
"EIW2.1-355","Third British-Burmese",200,"UKG","1885-11-10",NA,"1889-12-15",NA,3000,1,"ES-387","IW-386","ES-367",365
"EIW2.1-355","Third British-Burmese",775,"MYA","1885-11-10",NA,"1889-12-15",NA,3000,2,"ES-387","IW-386","ES-367",365
"EIW2.1-360","First Italian-Ethiopian",325,"ITA","1887-1-24",NA,"1887-3-15",NA,1000,3,"ES-392","IW-401","ES-372",370
"EIW2.1-360","First Italian-Ethiopian",530,"ETH","1887-1-24",NA,"1887-3-15",NA,400,3,"ES-392","IW-401","ES-372",370
"EIW2.1-365","Franco-Siamese War",220,"FRN","1893-7-13",NA,"1893-8-3",NA,250,1,NA,"IW-072","IS-072",375
"EIW2.1-365","Franco-Siamese War",800,"THI","1893-7-13",NA,"1893-8-3",NA,750,2,NA,"IW-072","IS-072",375
"EIW2.1-370","Second Franco-Madagascan",220,"FRN","1894-6-16",NA,"1895-10-1",NA,6000,1,"ES-401","IW-388","ES-380",385
"EIW2.1-370","Second Franco-Madagascan",580,"MAG","1894-6-16",NA,"1895-10-1",NA,2000,2,"ES-401","IW-388","ES-380",385
"EIW2.1-375","First Sino-Japanese",740,"JPN","1894-7-25",NA,"1895-3-30",NA,5000,1,"IW-73","IW-073","IS-073",380
"EIW2.1-375","First Sino-Japanese",710,"CHN","1894-7-25",NA,"1895-3-30",NA,10000,2,"IW-73","IW-073","IS-073",380
"EIW2.1-380","Second Italian-Ethiopian",325,"ITA","1895-12-7",NA,"1896-10-21",NA,9000,2,"ES-407","IW-394","ES-384",390
"EIW2.1-380","Second Italian-Ethiopian",530,"ETH","1895-12-7",NA,"1896-10-21",NA,7000,1,"ES-407","IW-394","ES-384",390
"EIW2.1-385","Greco-Turkish",640,"TUR","1897-2-15",NA,"1897-5-19",NA,1400,1,"IW-76","IW-076","IS-076",395
"EIW2.1-385","Greco-Turkish",350,"GRC","1897-2-15",NA,"1897-5-19",NA,600,2,"IW-76","IW-076","IS-076",395
"EIW2.1-390","Spanish-American",2,"USA","1898-4-22",NA,"1898-8-12",NA,2910,1,"IW-79","IW-079","IS-079",405
"EIW2.1-390","Spanish-American",230,"SPN","1898-4-22",NA,"1898-8-12",NA,775,2,"IW-79","IW-079","IS-079",405
"EIW2.1-395","Second Boer War",200,"UKG","1899-10-11",NA,"1902-5-31",NA,22000,1,"ES-416","IW-403","ES-395",410
"EIW2.1-395","Second Boer War",563,"TRA","1899-10-11",NA,"1902-5-31",NA,4400,2,"ES-416","IW-403","ES-395",410
"EIW2.1-395","Second Boer War",564,"OFS","1899-10-11",NA,"1902-5-31",NA,4400,2,"ES-416","IW-403","ES-395",410
"EIW2.1-400","Boxer Rebellion",2,"USA","1900-6-17",NA,"1900-8-14",NA,21,1,"IW-82","IW-082","IS-082",415
"EIW2.1-400","Boxer Rebellion",200,"UKG","1900-6-17",NA,"1900-8-14",NA,34,1,"IW-82","IW-082","IS-082",415
"EIW2.1-400","Boxer Rebellion",220,"FRN","1900-6-17",NA,"1900-8-14",NA,24,1,"IW-82","IW-082","IS-082",415
"EIW2.1-400","Boxer Rebellion",365,"RUS","1900-6-17",NA,"1900-8-14",NA,302,1,"IW-82","IW-082","IS-082",415
"EIW2.1-400","Boxer Rebellion",740,"JPN","1900-6-17",NA,"1900-8-14",NA,622,1,"IW-82","IW-082","IS-082",415
"EIW2.1-400","Boxer Rebellion",710,"CHN","1900-6-17",NA,"1900-8-14",NA,2000,2,"IW-82","IW-082","IS-082",415
"EIW2.1-405","Sino-Russian",365,"RUS","1900-7-17",NA,"1900-10-10",NA,242,1,"IW-83",NA,"IS-083",420
"EIW2.1-405","Sino-Russian",710,"CHN","1900-7-17",NA,"1900-10-10",NA,3758,2,"IW-83",NA,"IS-083",420
"EIW2.1-410","Russo-Japanese",740,"JPN","1904-2-8",NA,"1905-9-15",NA,80378,1,"IW-85","IW-085","IS-085",425
"EIW2.1-410","Russo-Japanese",365,"RUS","1904-2-8",NA,"1905-9-15",NA,71453,2,"IW-85","IW-085","IS-085",425
"EIW2.1-415","Third Central American",90,"GUA","1906-5-27",NA,"1906-7-20",NA,400,1,"IW-88","IW-088","IS-088",430
